datetime,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72
2016-04-04 00:00:00,106.06069491921811,25.65343140978448,40.621813133073026,56.430370163578374,49.214429309793225,41.011980462771334,24.48069491921811,25.98069491921811,56.516038921474276,37.20069491921811,47.06069491921811,47.6939316561275,40.030694919218114,117.06069491921812,94.06069491921811,40.80069491921811,135.06069491921812,74.15459458499677,54.43686377132032,53.51069491921811,29.500694919218112,201.0806949192181,27.16069491921811,94.27069491921812,75.26421411359317,336.24069491921813,320.6606949192181,67.29069491921811,39.51069491921811,436.2906949192181,47.45069491921811,48.54069491921811,114.1806949192181,30.183215429974126,28.821542351802243,169.41069491921812,30.72069491921811,35.030694919218114,24.170694919218107,335.6306949192181,62.93562173302962,21.38771950154944,18.48069491921811,179.41069491921812,17.615396592019266,170.81069491921812,50.67069491921811,75.95073213108267,11.700694919218112,22.548913854901613,48.52069491921811,32.89069491921811,13.660694919218109,329.5306949192181,256.6306949192181,232.53069491921812,12.87968157379818,19.01069491921811,38.55406250381632,88.63069491921812,36.130332162672495,30.528572997197912,30.573245019494344,24.5418188405419,26.250694919218112,25.820694919218113,22.880694919218108,193.53069491921812,21.310694919218108,130.53069491921812,136.63069491921812,31.630694919218108
2016-04-04 00:15:00,40.70069491921811,40.51069491921811,21.70069491921811,60.44427673250311,22.80127515214332,25.880694919218108,29.060694919218108,40.18069491921811,83.88174457324688,38.83069491921811,44.51069491921811,40.801251836468474,40.06069491921811,110.06069491921811,94.06069491921811,46.06069491921811,34.34069491921811,73.33112279154787,31.70069491921811,33.51069491921811,45.69069491921811,31.51069491921811,17.50069491921811,43.06069491921811,69.83059701664386,43.51069491921811,44.66069491921811,61.80069491921812,50.51069491921811,436.2906949192181,47.45069491921811,38.54069491921811,35.58069491921811,31.306592945414806,29.159059274112366,169.41069491921812,26.530694919218114,35.030694919218114,25.500694919218112,31.51069491921811,43.724066336101245,20.98166682160769,64.1862009533916,171.5106949192181,36.25351399833273,170.81069491921812,28.630694919218108,27.210694919218113,22.30237376981396,6.543040822049612,11.770694919218112,8.590694919218109,11.500694919218109,17.740694919218107,48.69069491921811,335.5306949192181,22.375717839151285,19.01069491921811,17.792868076569704,193.1806949192181,40.50069491921811,19.688609796083384,14.888800441873734,16.645753788861793,26.560694919218108,21.820694919218113,33.47047813458198,273.5306949192181,21.01069491921811,130.53069491921812,136.63069491921812,33.31069491921811
2016-04-04 00:30:00,40.70069491921811,31.060694919218108,40.06069491921811,50.650309504003545,38.65553119673672,28.51069491921811,28.80069491921811,39.08069491921811,38.11069491921811,35.20069491921811,38.06069491921811,40.10577990672522,40.06069491921811,29.500694919218112,50.41276274149597,44.47069491921811,39.26267330865036,68.54298034812206,46.34275093593646,33.51069491921811,45.69069491921811,33.63025238111411,46.836571517720614,29.060694919218108,77.18253025494684,44.41069491921811,38.58069491921811,31.570724814727186,69.39715088292556,38.24828277631238,33.91069491921811,80.86238552008977,22.58069491921811,24.31284524607561,31.0234578540867,16.41069491921811,20.41069491921811,25.974411951709712,47.86266304042791,24.605982071734942,35.51053407115982,63.43407950724955,24.510433887836854,171.5106949192181,36.64006349053498,170.81069491921812,28.630694919218108,9.207615751820914,-3.729073730487812,0.3099683968321454,11.770694919218112,9.000694919218109,4.431970865047521,21.555060889844455,48.69069491921811,4.175768346006848,14.310694919218111,43.68029116529506,8.309702686758314,17.15069491921811,19.680694919218112,16.158247333844255,19.95063605116593,4.639028213441293,31.29602206361131,7.346370120544847,24.290287168544083,273.5306949192181,38.439094400867354,47.68097013178772,49.25069491921811,33.31069491921811
2016-04-04 00:45:00,32.847554426871845,24.58069491921811,40.06069491921811,32.854549766101584,46.94426952738689,28.95069491921811,26.51069491921811,39.08069491921811,39.06069491921811,38.97768671370039,36.04069491921811,45.59126694858755,37.03668762305601,45.06069491921811,72.97045720262278,40.70069491921811,28.199294877609006,20.544903927491212,33.86101247243223,55.303346374759215,26.384536505319574,60.898351612948716,39.56818118865636,25.51069491921811,55.66285698777162,72.06927941039345,320.6606949192181,45.539455463856015,55.79264267411122,30.55598859477574,37.45627818999117,66.23253933334165,36.43924871712027,26.553326209133296,47.02754568070068,21.40503392020078,21.991155484789218,15.843329151398091,19.610694919218112,27.79151820962086,36.21929869086554,31.110694919218112,38.67257467155735,26.774818216993296,45.042422214254536,53.93231821027382,53.600984215339366,32.65866348910247,16.48314828464991,13.221391762715871,26.341617701290147,9.000694919218109,11.178827702223792,-10.510736931022127,29.770908348975354,16.53948882495062,12.19559179201336,13.193918539905532,35.146747746179855,17.15069491921811,13.680694919218112,27.94951300454828,40.115010086815886,5.409037621875136,36.390305529930245,31.56046425134418,34.585640378510384,30.237552615509465,39.582227463410014,23.710694919218113,34.25069491921811,45.1923341728953
2016-04-04 01:00:00,40.28932445331358,25.08069491921811,27.99737449552819,28.339477712474697,31.65587869008465,27.880694919218108,23.08069491921811,45.08069491921811,38.45069491921811,34.51069491921811,49.51069491921811,97.06069491921811,31.500694919218112,82.06069491921811,72.06069491921811,56.06069491921811,38.00914829384804,34.40069491921811,30.500694919218112,41.600694919218114,48.74069491921811,34.469231394437706,41.43923316217133,102.70069491921811,48.67833504364635,41.97069491921811,55.110694919218105,436.2906949192181,69.41504402223981,46.62069491921811,45.47416636979191,81.60176681631413,22.670694919218107,36.0246236404245,27.82533634294814,26.15069491921811,34.41069491921811,40.60682253042147,27.610694919218112,28.210694919218113,57.910694919218116,31.110694919218112,37.419015875429736,37.05069491921811,27.22853153708332,27.810694919218108,29.530694919218114,30.500694919218112,38.46069491921811,14.232275385283952,14.250694919218109,8.590694919218109,146.63069491921812,17.740694919218107,33.97249881194625,31.170694919218107,30.418743390904645,29.96436335252799,34.869586760898336,22.500694919218112,32.80069491921811,12.880694919218111,17.192179143403937,26.79480595845927,16.94295820107064,21.820694919218113,27.62069491921811,35.42555794874795,33.53824412800214,27.528709271559528,81.68069491921811,15.89069491921811
2016-04-04 01:15:00,38.88069491921811,24.08069491921811,24.060694919218108,48.673937891743485,31.86977068506473,28.51069491921811,26.51069491921811,45.08069491921811,39.06069491921811,40.51069491921811,39.51069491921811,38.80069491921811,37.06069491921811,75.06069491921811,47.65069491921811,45.47069491921811,47.122428509093126,19.600694919218114,19.51069491921811,19.42989416247667,55.80069491921812,57.08298171952919,50.12754775849615,38.32069491921811,83.26871229343264,41.97069491921811,63.890694919218106,436.2906949192181,39.706179459559465,21.51069491921811,44.92764414680874,67.84192964441222,24.41069491921811,30.742887872087024,27.977493908817863,27.79069491921811,25.530694919218114,23.40325922238351,23.98069491921811,28.210694919218113,64.63069491921812,30.112193844622553,27.319866353998194,22.51069491921811,48.119411756724716,33.75069491921811,21.41069491921811,30.500694919218112,7.30069491921811,3.01305850650958,18.630694919218108,8.590694919218109,13.660694919218109,17.740694919218107,12.0827917746327,335.5306949192181,-1.750283044667647,3.2805372686866647,9.855379753596722,26.310694919218108,32.80069491921811,12.880694919218111,18.864853370500576,24.400540889445168,11.66817849363811,21.820694919218113,19.627868039313533,29.710595535079683,29.79052092394266,45.349902666782626,36.90069491921811,15.950694919218112
2016-04-04 01:30:00,39.70069491921811,24.58069491921811,24.060694919218108,18.07507003394457,41.21197083400757,28.51069491921811,26.51069491921811,24.02128416661928,37.06069491921811,50.51069491921811,38.04069491921811,35.40069491921811,37.06069491921811,52.06069491921811,47.65069491921811,42.47069491921811,36.67231706785409,4.329650902090279,31.68013651523615,48.343593235504784,19.603516155622998,43.11963317406255,45.796232346497554,25.51069491921811,42.297283305908906,71.50247810053062,44.41069491921811,436.2906949192181,53.5995151455824,46.575102553552455,42.47863057969455,56.559270391896476,22.58069491921811,35.144893257999314,35.404399284757105,24.41069491921811,20.15069491921811,16.530329854419886,25.500694919218112,45.291557425414,64.63069491921812,609.170694919218,47.035889281539596,20.18351821820481,21.91069491921811,40.72306592934723,24.544379693372875,57.54217101337541,0.3456235040088558,24.965147712423317,23.668340830265727,22.95069491921811,19.015063774438232,17.18096096647632,33.124405875698635,335.5306949192181,29.72985938349322,48.938921055894106,44.678691505673996,14.310694919218111,33.68227599963965,3.8860679566563334,24.472629882959744,24.125381395639337,21.220701992374593,20.974041008222528,28.576159107056547,53.16001595326904,11.431172674411425,38.980124894099774,32.08069491921811,24.293849658275683
2016-04-04 01:45:00,31.680694919218112,20.51069491921811,21.662816913214996,48.916361416684296,24.03406150033352,27.680694919218112,26.51069491921811,32.13971858339165,34.51069491921811,39.40069491921811,36.04069491921811,59.52759079211687,53.53280331798909,56.06069491921811,63.54502530711591,36.30069491921811,52.019075565457,51.51514249779008,57.892206130406024,25.329812091629194,43.37812123755917,50.84868796766291,32.630248511205245,25.51069491921811,58.84736312480996,69.16977753675718,42.95069491921811,53.60383431685926,31.471506279671047,44.31697257997386,60.90486503605314,74.89338965552224,22.58069491921811,36.87093247863303,12.213457527527105,24.41069491921811,35.22972801067117,24.785346670091016,19.530694919218114,23.520332283046095,11.571838406227531,609.170694919218,16.053802302031166,35.45425577390782,22.630694919218108,30.59036614127558,67.2083075639251,15.481350799846656,19.639838936981782,11.090863945436723,16.691306147054206,11.53069491921811,11.72331744323684,5.130637808983401,12.691621503384255,13.300297072215287,21.163450076406882,37.751680611925046,26.105476965553642,18.08916388914109,22.548331883325403,22.312051659174543,34.37174643911453,32.55735835692065,22.216053676879284,17.951452664927793,24.61885076239345,13.290047401828627,3.5120222234083798,33.56945476503503,38.63069491921811,40.637145528457346
2016-04-04 02:00:00,27.380694919218108,25.08069491921811,14.43092562346176,21.229383449432873,61.79562421472043,24.08069491921811,26.51069491921811,25.08069491921811,50.51069491921811,44.92069491921811,92.06069491921811,46.00069491921811,85.43661931142036,87.06069491921811,40.65069491921811,41.47069491921811,17.06808211780475,-10.125356288072453,6.47780845444025,29.500694919218112,56.91812068779532,63.49279524170372,47.517958567825445,62.17069491921811,91.67070422309129,90.13069491921812,44.41069491921811,41.40069491921811,50.51069491921811,42.41069491921811,48.29069491921811,73.25119961130619,24.58069491921811,32.35581761004503,50.22912785859161,24.41069491921811,29.134117351403212,28.227928558602805,25.500694919218112,28.240694919218107,170.91069491921812,609.170694919218,17.590719855750926,18.51069491921811,21.91069491921811,90.81069491921811,28.62961774388109,90.21069491921811,32.63069491921811,7.1306949192181115,16.993217353457695,20.500694919218112,19.66069491921811,10.88535900646869,40.15460157837935,10.400694919218111,18.15069491921811,14.83067652913121,113.18069491921811,24.155976262595786,129.78069491921812,1.8064953729249495,14.60069491921811,17.65069491921811,21.02147146697829,20.350694919218114,22.880694919218108,33.48069491921811,41.668527739116385,31.82887130600556,20.530694919218114,17.281787425722694
2016-04-04 02:15:00,36.51069491921811,25.060694919218108,48.609952159552776,57.07669449228126,44.33408545619674,22.680694919218112,28.51069491921811,26.51069491921811,38.06069491921811,43.06069491921811,39.51069491921811,47.57069491921811,28.339027459427392,59.06069491921811,35.50069491921811,41.47069491921811,10.03370619378368,46.069182706956916,37.51611112482621,68.24372580077366,47.65069491921811,25.227593843708682,26.799621969644946,35.06069491921811,42.05574155814849,82.16069491921812,46.70069491921811,41.600694919218114,47.73069491921811,21.51069491921811,46.29069491921811,30.810694919218108,22.58069491921811,32.64204067064897,27.588818552492498,24.41069491921811,20.15069491921811,25.500694919218112,25.500694919218112,25.280694919218114,170.91069491921812,30.51069491921811,14.514170407791624,22.51069491921811,23.500694919218112,90.81069491921811,43.417717421105515,21.210694919218113,9.040694919218112,20.46951386773049,-0.15469021918887726,12.590694919218109,12.630694919218111,10.957472192994398,14.919880959045813,10.400694919218111,18.180694919218112,11.765632055685913,113.18069491921811,8.992028549840946,26.12069491921811,20.42637724749769,14.60069491921811,17.65069491921811,14.16648388006827,21.820694919218113,22.880694919218108,25.83069491921811,44.249480652145635,45.79858482394718,26.250694919218112,34.495773226439645
